Text,Latitude,Longitude,Altitude,Type
1958,25.775278,-80.208889,0,year
1959,25.775278,-80.208889,365,year
1960,25.775278,-80.208889,730,year
1961,25.775278,-80.208889,1096,year
1962,25.775278,-80.208889,1461,year
1963,25.775278,-80.208889,1826,year
1964,25.775278,-80.208889,2191,year
1965,25.775278,-80.208889,2557,year
1966,25.775278,-80.208889,2922,year
1967,25.775278,-80.208889,3287,year
1968,25.775278,-80.208889,3652,year
1969,25.775278,-80.208889,4018,year
1970,25.775278,-80.208889,4383,year
1971,25.775278,-80.208889,4748,year
1972,25.775278,-80.208889,5113,year
1973,25.775278,-80.208889,5479,year
1974,25.775278,-80.208889,5844,year
1975,25.775278,-80.208889,6209,year
1976,25.775278,-80.208889,6574,year
1977,25.775278,-80.208889,6940,year
1978,25.775278,-80.208889,7305,year
1979,25.775278,-80.208889,7670,year
1980,25.775278,-80.208889,8035,year
1981,25.775278,-80.208889,8401,year
1982,25.775278,-80.208889,8766,year
1983,25.775278,-80.208889,9131,year
1958,34.156111,-118.131944,0,year
1959,34.156111,-118.131944,365,year
1960,34.156111,-118.131944,730,year
1961,34.156111,-118.131944,1096,year
1962,34.156111,-118.131944,1461,year
1963,34.156111,-118.131944,1826,year
1964,34.156111,-118.131944,2191,year
1965,34.156111,-118.131944,2557,year
1966,34.156111,-118.131944,2922,year
1967,34.156111,-118.131944,3287,year
1968,34.156111,-118.131944,3652,year
1969,34.156111,-118.131944,4018,year
1970,34.156111,-118.131944,4383,year
1971,34.156111,-118.131944,4748,year
1972,34.156111,-118.131944,5113,year
1973,34.156111,-118.131944,5479,year
1974,34.156111,-118.131944,5844,year
1975,34.156111,-118.131944,6209,year
1976,34.156111,-118.131944,6574,year
1977,34.156111,-118.131944,6940,year
1978,34.156111,-118.131944,7305,year
1979,34.156111,-118.131944,7670,year
1980,34.156111,-118.131944,8035,year
1981,34.156111,-118.131944,8401,year
1982,34.156111,-118.131944,8766,year
1983,34.156111,-118.131944,9131,year
1984,34.156111,-118.131944,9496,year
1958,41.258611,-95.9375,0,year
1959,41.258611,-95.9375,365,year
1960,41.258611,-95.9375,730,year
1961,41.258611,-95.9375,1096,year
1962,41.258611,-95.9375,1461,year
1963,41.258611,-95.9375,1826,year
1964,41.258611,-95.9375,2191,year
1965,41.258611,-95.9375,2557,year
1966,41.258611,-95.9375,2922,year
1967,41.258611,-95.9375,3287,year
1968,41.258611,-95.9375,3652,year
1969,41.258611,-95.9375,4018,year
1970,41.258611,-95.9375,4383,year
1971,41.258611,-95.9375,4748,year
1972,41.258611,-95.9375,5113,year
1973,41.258611,-95.9375,5479,year
1974,41.258611,-95.9375,5844,year
1975,41.258611,-95.9375,6209,year
1976,41.258611,-95.9375,6574,year
1977,41.258611,-95.9375,6940,year
1978,41.258611,-95.9375,7305,year
1979,41.258611,-95.9375,7670,year
1980,41.258611,-95.9375,8035,year
1981,41.258611,-95.9375,8401,year
1982,41.258611,-95.9375,8766,year
1983,41.258611,-95.9375,9131,year
1984,41.258611,-95.9375,9496,year
1958,34.69,135.195556,0,year
1959,34.69,135.195556,365,year
1960,34.69,135.195556,730,year
1961,34.69,135.195556,1096,year
1962,34.69,135.195556,1461,year
1963,34.69,135.195556,1826,year
1964,34.69,135.195556,2191,year
1965,34.69,135.195556,2557,year
1966,34.69,135.195556,2922,year
1967,34.69,135.195556,3287,year
1968,34.69,135.195556,3652,year
1969,34.69,135.195556,4018,year
1970,34.69,135.195556,4383,year
1971,34.69,135.195556,4748,year
1972,34.69,135.195556,5113,year
1973,34.69,135.195556,5479,year
1974,34.69,135.195556,5844,year
1975,34.69,135.195556,6209,year
1976,34.69,135.195556,6574,year
1977,34.69,135.195556,6940,year
1978,34.69,135.195556,7305,year
1979,34.69,135.195556,7670,year
1980,34.69,135.195556,8035,year
1981,34.69,135.195556,8401,year
1982,34.69,135.195556,8766,year
1983,34.69,135.195556,9131,year
1984,34.69,135.195556,9496,year
1958,35.011667,135.768333,0,year
1959,35.011667,135.768333,365,year
1960,35.011667,135.768333,730,year
1961,35.011667,135.768333,1096,year
1962,35.011667,135.768333,1461,year
1963,35.011667,135.768333,1826,year
1964,35.011667,135.768333,2191,year
1965,35.011667,135.768333,2557,year
1966,35.011667,135.768333,2922,year
1967,35.011667,135.768333,3287,year
1968,35.011667,135.768333,3652,year
1969,35.011667,135.768333,4018,year
1970,35.011667,135.768333,4383,year
1971,35.011667,135.768333,4748,year
1972,35.011667,135.768333,5113,year
1973,35.011667,135.768333,5479,year
1974,35.011667,135.768333,5844,year
1975,35.011667,135.768333,6209,year
1976,35.011667,135.768333,6574,year
1977,35.011667,135.768333,6940,year
1978,35.011667,135.768333,7305,year
1979,35.011667,135.768333,7670,year
1980,35.011667,135.768333,8035,year
1981,35.011667,135.768333,8401,year
1982,35.011667,135.768333,8766,year
1983,35.011667,135.768333,9131,year
1984,35.011667,135.768333,9496,year
1958,41.040556,-73.714444,0,year
1959,41.040556,-73.714444,365,year
1960,41.040556,-73.714444,730,year
1961,41.040556,-73.714444,1096,year
1962,41.040556,-73.714444,1461,year
1963,41.040556,-73.714444,1826,year
1964,41.040556,-73.714444,2191,year
1965,41.040556,-73.714444,2557,year
1966,41.040556,-73.714444,2922,year
1967,41.040556,-73.714444,3287,year
1968,41.040556,-73.714444,3652,year
1969,41.040556,-73.714444,4018,year
1970,41.040556,-73.714444,4383,year
1971,41.040556,-73.714444,4748,year
1972,41.040556,-73.714444,5113,year
1973,41.040556,-73.714444,5479,year
1974,41.040556,-73.714444,5844,year
1975,41.040556,-73.714444,6209,year
1976,41.040556,-73.714444,6574,year
1977,41.040556,-73.714444,6940,year
1978,41.040556,-73.714444,7305,year
1979,41.040556,-73.714444,7670,year
1980,41.040556,-73.714444,8035,year
1981,41.040556,-73.714444,8401,year
1982,41.040556,-73.714444,8766,year
1983,41.040556,-73.714444,9131,year
1984,41.040556,-73.714444,9496,year
1958,43.166667,-78.966667,0,year
1959,43.166667,-78.966667,365,year
1960,43.166667,-78.966667,730,year
1961,43.166667,-78.966667,1096,year
1962,43.166667,-78.966667,1461,year
1963,43.166667,-78.966667,1826,year
1964,43.166667,-78.966667,2191,year
1965,43.166667,-78.966667,2557,year
1966,43.166667,-78.966667,2922,year
1967,43.166667,-78.966667,3287,year
1968,43.166667,-78.966667,3652,year
1969,43.166667,-78.966667,4018,year
1970,43.166667,-78.966667,4383,year
1971,43.166667,-78.966667,4748,year
1972,43.166667,-78.966667,5113,year
1973,43.166667,-78.966667,5479,year
1974,43.166667,-78.966667,5844,year
1975,43.166667,-78.966667,6209,year
1976,43.166667,-78.966667,6574,year
1977,43.166667,-78.966667,6940,year
1978,43.166667,-78.966667,7305,year
1979,43.166667,-78.966667,7670,year
1980,43.166667,-78.966667,8035,year
1981,43.166667,-78.966667,8401,year
1982,43.166667,-78.966667,8766,year
1983,43.166667,-78.966667,9131,year
1984,43.166667,-78.966667,9496,year
1958,57.7075,11.9675,0,year
1959,57.7075,11.9675,365,year
1960,57.7075,11.9675,730,year
1961,57.7075,11.9675,1096,year
1962,57.7075,11.9675,1461,year
1963,57.7075,11.9675,1826,year
1964,57.7075,11.9675,2191,year
1965,57.7075,11.9675,2557,year
1966,57.7075,11.9675,2922,year
1967,57.7075,11.9675,3287,year
1968,57.7075,11.9675,3652,year
1969,57.7075,11.9675,4018,year
1970,57.7075,11.9675,4383,year
1971,57.7075,11.9675,4748,year
1972,57.7075,11.9675,5113,year
1973,57.7075,11.9675,5479,year
1974,57.7075,11.9675,5844,year
1975,57.7075,11.9675,6209,year
1976,57.7075,11.9675,6574,year
1977,57.7075,11.9675,6940,year
1978,57.7075,11.9675,7305,year
1979,57.7075,11.9675,7670,year
1980,57.7075,11.9675,8035,year
1981,57.7075,11.9675,8401,year
1982,57.7075,11.9675,8766,year
1983,57.7075,11.9675,9131,year
1984,57.7075,11.9675,9496,year
1958,59.329444,18.068611,0,year
1959,59.329444,18.068611,365,year
1960,59.329444,18.068611,730,year
1961,59.329444,18.068611,1096,year
1962,59.329444,18.068611,1461,year
1963,59.329444,18.068611,1826,year
1964,59.329444,18.068611,2191,year
1965,59.329444,18.068611,2557,year
1966,59.329444,18.068611,2922,year
1967,59.329444,18.068611,3287,year
1968,59.329444,18.068611,3652,year
1969,59.329444,18.068611,4018,year
1970,59.329444,18.068611,4383,year
1971,59.329444,18.068611,4748,year
1972,59.329444,18.068611,5113,year
1973,59.329444,18.068611,5479,year
1974,59.329444,18.068611,5844,year
1975,59.329444,18.068611,6209,year
1976,59.329444,18.068611,6574,year
1977,59.329444,18.068611,6940,year
1978,59.329444,18.068611,7305,year
1979,59.329444,18.068611,7670,year
1980,59.329444,18.068611,8035,year
1981,59.329444,18.068611,8401,year
1982,59.329444,18.068611,8766,year
1983,59.329444,18.068611,9131,year
1984,59.329444,18.068611,9496,year
1958,55.395833,10.388611,0,year
1959,55.395833,10.388611,365,year
1960,55.395833,10.388611,730,year
1961,55.395833,10.388611,1096,year
1962,55.395833,10.388611,1461,year
1963,55.395833,10.388611,1826,year
1964,55.395833,10.388611,2191,year
1965,55.395833,10.388611,2557,year
1966,55.395833,10.388611,2922,year
1967,55.395833,10.388611,3287,year
1968,55.395833,10.388611,3652,year
1969,55.395833,10.388611,4018,year
1970,55.395833,10.388611,4383,year
1971,55.395833,10.388611,4748,year
1972,55.395833,10.388611,5113,year
1973,55.395833,10.388611,5479,year
1974,55.395833,10.388611,5844,year
1975,55.395833,10.388611,6209,year
1976,55.395833,10.388611,6574,year
1977,55.395833,10.388611,6940,year
1978,55.395833,10.388611,7305,year
1979,55.395833,10.388611,7670,year
1980,55.395833,10.388611,8035,year
1981,55.395833,10.388611,8401,year
1982,55.395833,10.388611,8766,year
1983,55.395833,10.388611,9131,year
1984,55.395833,10.388611,9496,year
1958,56.1572,10.2107,0,year
1959,56.1572,10.2107,365,year
1960,56.1572,10.2107,730,year
1961,56.1572,10.2107,1096,year
1962,56.1572,10.2107,1461,year
1963,56.1572,10.2107,1826,year
1964,56.1572,10.2107,2191,year
1965,56.1572,10.2107,2557,year
1966,56.1572,10.2107,2922,year
1967,56.1572,10.2107,3287,year
1968,56.1572,10.2107,3652,year
1969,56.1572,10.2107,4018,year
1970,56.1572,10.2107,4383,year
1971,56.1572,10.2107,4748,year
1972,56.1572,10.2107,5113,year
1973,56.1572,10.2107,5479,year
1974,56.1572,10.2107,5844,year
1975,56.1572,10.2107,6209,year
1976,56.1572,10.2107,6574,year
1977,56.1572,10.2107,6940,year
1978,56.1572,10.2107,7305,year
1979,56.1572,10.2107,7670,year
1980,56.1572,10.2107,8035,year
1981,56.1572,10.2107,8401,year
1982,56.1572,10.2107,8766,year
1983,56.1572,10.2107,9131,year
1984,56.1572,10.2107,9496,year
1958,26.709722,-80.064167,0,year
1959,26.709722,-80.064167,365,year
1960,26.709722,-80.064167,730,year
1961,26.709722,-80.064167,1096,year
1962,26.709722,-80.064167,1461,year
1963,26.709722,-80.064167,1826,year
1964,26.709722,-80.064167,2191,year
1965,26.709722,-80.064167,2557,year
1966,26.709722,-80.064167,2922,year
1967,26.709722,-80.064167,3287,year
1968,26.709722,-80.064167,3652,year
1969,26.709722,-80.064167,4018,year
1970,26.709722,-80.064167,4383,year
1971,26.709722,-80.064167,4748,year
1972,26.709722,-80.064167,5113,year
1973,26.709722,-80.064167,5479,year
1974,26.709722,-80.064167,5844,year
1975,26.709722,-80.064167,6209,year
1976,26.709722,-80.064167,6574,year
1977,26.709722,-80.064167,6940,year
1978,26.709722,-80.064167,7305,year
1979,26.709722,-80.064167,7670,year
1980,26.709722,-80.064167,8035,year
1981,26.709722,-80.064167,8401,year
1982,26.709722,-80.064167,8766,year
1983,26.709722,-80.064167,9131,year
1984,26.709722,-80.064167,9496,year
1985,26.709722,-80.064167,9862,year
1958,38.952,-92.329,0,year
1959,38.952,-92.329,365,year
1960,38.952,-92.329,730,year
1961,38.952,-92.329,1096,year
1962,38.952,-92.329,1461,year
1963,38.952,-92.329,1826,year
1964,38.952,-92.329,2191,year
1965,38.952,-92.329,2557,year
1966,38.952,-92.329,2922,year
1967,38.952,-92.329,3287,year
1968,38.952,-92.329,3652,year
1969,38.952,-92.329,4018,year
1970,38.952,-92.329,4383,year
1971,38.952,-92.329,4748,year
1972,38.952,-92.329,5113,year
1973,38.952,-92.329,5479,year
1974,38.952,-92.329,5844,year
1975,38.952,-92.329,6209,year
1976,38.952,-92.329,6574,year
1977,38.952,-92.329,6940,year
1978,38.952,-92.329,7305,year
1979,38.952,-92.329,7670,year
1980,38.952,-92.329,8035,year
1981,38.952,-92.329,8401,year
1982,38.952,-92.329,8766,year
1983,38.952,-92.329,9131,year
1984,38.952,-92.329,9496,year
1985,38.952,-92.329,9862,year
1958,40.813056,-73.625556,0,year
1959,40.813056,-73.625556,365,year
1960,40.813056,-73.625556,730,year
1961,40.813056,-73.625556,1096,year
1962,40.813056,-73.625556,1461,year
1963,40.813056,-73.625556,1826,year
1964,40.813056,-73.625556,2191,year
1965,40.813056,-73.625556,2557,year
1966,40.813056,-73.625556,2922,year
1967,40.813056,-73.625556,3287,year
1968,40.813056,-73.625556,3652,year
1969,40.813056,-73.625556,4018,year
1970,40.813056,-73.625556,4383,year
1971,40.813056,-73.625556,4748,year
1972,40.813056,-73.625556,5113,year
1973,40.813056,-73.625556,5479,year
1974,40.813056,-73.625556,5844,year
1975,40.813056,-73.625556,6209,year
1976,40.813056,-73.625556,6574,year
1977,40.813056,-73.625556,6940,year
1978,40.813056,-73.625556,7305,year
1979,40.813056,-73.625556,7670,year
1980,40.813056,-73.625556,8035,year
1981,40.813056,-73.625556,8401,year
1982,40.813056,-73.625556,8766,year
1983,40.813056,-73.625556,9131,year
1984,40.813056,-73.625556,9496,year
1985,40.813056,-73.625556,9862,year
1958,45.424722,-75.695,0,year
1959,45.424722,-75.695,365,year
1960,45.424722,-75.695,730,year
1961,45.424722,-75.695,1096,year
1962,45.424722,-75.695,1461,year
1963,45.424722,-75.695,1826,year
1964,45.424722,-75.695,2191,year
1965,45.424722,-75.695,2557,year
1966,45.424722,-75.695,2922,year
1967,45.424722,-75.695,3287,year
1968,45.424722,-75.695,3652,year
1969,45.424722,-75.695,4018,year
1970,45.424722,-75.695,4383,year
1971,45.424722,-75.695,4748,year
1972,45.424722,-75.695,5113,year
1973,45.424722,-75.695,5479,year
1974,45.424722,-75.695,5844,year
1975,45.424722,-75.695,6209,year
1976,45.424722,-75.695,6574,year
1977,45.424722,-75.695,6940,year
1978,45.424722,-75.695,7305,year
1979,45.424722,-75.695,7670,year
1980,45.424722,-75.695,8035,year
1981,45.424722,-75.695,8401,year
1982,45.424722,-75.695,8766,year
1983,45.424722,-75.695,9131,year
1984,45.424722,-75.695,9496,year
1985,45.424722,-75.695,9862,year
1958,30.267222,-97.743056,0,year
1959,30.267222,-97.743056,365,year
1960,30.267222,-97.743056,730,year
1961,30.267222,-97.743056,1096,year
1962,30.267222,-97.743056,1461,year
1963,30.267222,-97.743056,1826,year
1964,30.267222,-97.743056,2191,year
1965,30.267222,-97.743056,2557,year
1966,30.267222,-97.743056,2922,year
1967,30.267222,-97.743056,3287,year
1968,30.267222,-97.743056,3652,year
1969,30.267222,-97.743056,4018,year
1970,30.267222,-97.743056,4383,year
1971,30.267222,-97.743056,4748,year
1972,30.267222,-97.743056,5113,year
1973,30.267222,-97.743056,5479,year
1974,30.267222,-97.743056,5844,year
1975,30.267222,-97.743056,6209,year
1976,30.267222,-97.743056,6574,year
1977,30.267222,-97.743056,6940,year
1978,30.267222,-97.743056,7305,year
1979,30.267222,-97.743056,7670,year
1980,30.267222,-97.743056,8035,year
1981,30.267222,-97.743056,8401,year
1982,30.267222,-97.743056,8766,year
1983,30.267222,-97.743056,9131,year
1984,30.267222,-97.743056,9496,year
1985,30.267222,-97.743056,9862,year
1958,33.412778,-111.943056,0,year
1959,33.412778,-111.943056,365,year
1960,33.412778,-111.943056,730,year
1961,33.412778,-111.943056,1096,year
1962,33.412778,-111.943056,1461,year
1963,33.412778,-111.943056,1826,year
1964,33.412778,-111.943056,2191,year
1965,33.412778,-111.943056,2557,year
1966,33.412778,-111.943056,2922,year
1967,33.412778,-111.943056,3287,year
1968,33.412778,-111.943056,3652,year
1969,33.412778,-111.943056,4018,year
1970,33.412778,-111.943056,4383,year
1971,33.412778,-111.943056,4748,year
1972,33.412778,-111.943056,5113,year
1973,33.412778,-111.943056,5479,year
1974,33.412778,-111.943056,5844,year
1975,33.412778,-111.943056,6209,year
1976,33.412778,-111.943056,6574,year
1977,33.412778,-111.943056,6940,year
1978,33.412778,-111.943056,7305,year
1979,33.412778,-111.943056,7670,year
1980,33.412778,-111.943056,8035,year
1981,33.412778,-111.943056,8401,year
1982,33.412778,-111.943056,8766,year
1983,33.412778,-111.943056,9131,year
1984,33.412778,-111.943056,9496,year
1985,33.412778,-111.943056,9862,year
1958,38.256111,-85.751389,0,year
1959,38.256111,-85.751389,365,year
1960,38.256111,-85.751389,730,year
1961,38.256111,-85.751389,1096,year
1962,38.256111,-85.751389,1461,year
1963,38.256111,-85.751389,1826,year
1964,38.256111,-85.751389,2191,year
1965,38.256111,-85.751389,2557,year
1966,38.256111,-85.751389,2922,year
1967,38.256111,-85.751389,3287,year
1968,38.256111,-85.751389,3652,year
1969,38.256111,-85.751389,4018,year
1970,38.256111,-85.751389,4383,year
1971,38.256111,-85.751389,4748,year
1972,38.256111,-85.751389,5113,year
1973,38.256111,-85.751389,5479,year
1974,38.256111,-85.751389,5844,year
1975,38.256111,-85.751389,6209,year
1976,38.256111,-85.751389,6574,year
1977,38.256111,-85.751389,6940,year
1978,38.256111,-85.751389,7305,year
1979,38.256111,-85.751389,7670,year
1980,38.256111,-85.751389,8035,year
1981,38.256111,-85.751389,8401,year
1982,38.256111,-85.751389,8766,year
1983,38.256111,-85.751389,9131,year
1984,38.256111,-85.751389,9496,year
1985,38.256111,-85.751389,9862,year
1958,42.034722,-93.62,0,year
1959,42.034722,-93.62,365,year
1960,42.034722,-93.62,730,year
1961,42.034722,-93.62,1096,year
1962,42.034722,-93.62,1461,year
1963,42.034722,-93.62,1826,year
1964,42.034722,-93.62,2191,year
1965,42.034722,-93.62,2557,year
1966,42.034722,-93.62,2922,year
1967,42.034722,-93.62,3287,year
1968,42.034722,-93.62,3652,year
1969,42.034722,-93.62,4018,year
1970,42.034722,-93.62,4383,year
1971,42.034722,-93.62,4748,year
1972,42.034722,-93.62,5113,year
1973,42.034722,-93.62,5479,year
1974,42.034722,-93.62,5844,year
1975,42.034722,-93.62,6209,year
1976,42.034722,-93.62,6574,year
1977,42.034722,-93.62,6940,year
1978,42.034722,-93.62,7305,year
1979,42.034722,-93.62,7670,year
1980,42.034722,-93.62,8035,year
1981,42.034722,-93.62,8401,year
1982,42.034722,-93.62,8766,year
1983,42.034722,-93.62,9131,year
1984,42.034722,-93.62,9496,year
1985,42.034722,-93.62,9862,year
1958,38.9,-77.266667,0,year
1959,38.9,-77.266667,365,year
1960,38.9,-77.266667,730,year
1961,38.9,-77.266667,1096,year
1962,38.9,-77.266667,1461,year
1963,38.9,-77.266667,1826,year
1964,38.9,-77.266667,2191,year
1965,38.9,-77.266667,2557,year
1966,38.9,-77.266667,2922,year
1967,38.9,-77.266667,3287,year
1968,38.9,-77.266667,3652,year
1969,38.9,-77.266667,4018,year
1970,38.9,-77.266667,4383,year
1971,38.9,-77.266667,4748,year
1972,38.9,-77.266667,5113,year
1973,38.9,-77.266667,5479,year
1974,38.9,-77.266667,5844,year
1975,38.9,-77.266667,6209,year
1976,38.9,-77.266667,6574,year
1977,38.9,-77.266667,6940,year
1978,38.9,-77.266667,7305,year
1979,38.9,-77.266667,7670,year
1980,38.9,-77.266667,8035,year
1981,38.9,-77.266667,8401,year
1982,38.9,-77.266667,8766,year
1983,38.9,-77.266667,9131,year
1984,38.9,-77.266667,9496,year
1985,38.9,-77.266667,9862,year
1958,-33.865,151.209444,0,year
1959,-33.865,151.209444,365,year
1960,-33.865,151.209444,730,year
1961,-33.865,151.209444,1096,year
1962,-33.865,151.209444,1461,year
1963,-33.865,151.209444,1826,year
1964,-33.865,151.209444,2191,year
1965,-33.865,151.209444,2557,year
1966,-33.865,151.209444,2922,year
1967,-33.865,151.209444,3287,year
1968,-33.865,151.209444,3652,year
1969,-33.865,151.209444,4018,year
1970,-33.865,151.209444,4383,year
1971,-33.865,151.209444,4748,year
1972,-33.865,151.209444,5113,year
1973,-33.865,151.209444,5479,year
1974,-33.865,151.209444,5844,year
1975,-33.865,151.209444,6209,year
1976,-33.865,151.209444,6574,year
1977,-33.865,151.209444,6940,year
1978,-33.865,151.209444,7305,year
1979,-33.865,151.209444,7670,year
1980,-33.865,151.209444,8035,year
1981,-33.865,151.209444,8401,year
1982,-33.865,151.209444,8766,year
1983,-33.865,151.209444,9131,year
1984,-33.865,151.209444,9496,year
1985,-33.865,151.209444,9862,year
1958,-37.813611,144.963056,0,year
1959,-37.813611,144.963056,365,year
1960,-37.813611,144.963056,730,year
1961,-37.813611,144.963056,1096,year
1962,-37.813611,144.963056,1461,year
1963,-37.813611,144.963056,1826,year
1964,-37.813611,144.963056,2191,year
1965,-37.813611,144.963056,2557,year
1966,-37.813611,144.963056,2922,year
1967,-37.813611,144.963056,3287,year
1968,-37.813611,144.963056,3652,year
1969,-37.813611,144.963056,4018,year
1970,-37.813611,144.963056,4383,year
1971,-37.813611,144.963056,4748,year
1972,-37.813611,144.963056,5113,year
1973,-37.813611,144.963056,5479,year
1974,-37.813611,144.963056,5844,year
1975,-37.813611,144.963056,6209,year
1976,-37.813611,144.963056,6574,year
1977,-37.813611,144.963056,6940,year
1978,-37.813611,144.963056,7305,year
1979,-37.813611,144.963056,7670,year
1980,-37.813611,144.963056,8035,year
1981,-37.813611,144.963056,8401,year
1982,-37.813611,144.963056,8766,year
1983,-37.813611,144.963056,9131,year
1984,-37.813611,144.963056,9496,year
1985,-37.813611,144.963056,9862,year
1958,-27.467778,153.028056,0,year
1959,-27.467778,153.028056,365,year
1960,-27.467778,153.028056,730,year
1961,-27.467778,153.028056,1096,year
1962,-27.467778,153.028056,1461,year
1963,-27.467778,153.028056,1826,year
1964,-27.467778,153.028056,2191,year
1965,-27.467778,153.028056,2557,year
1966,-27.467778,153.028056,2922,year
1967,-27.467778,153.028056,3287,year
1968,-27.467778,153.028056,3652,year
1969,-27.467778,153.028056,4018,year
1970,-27.467778,153.028056,4383,year
1971,-27.467778,153.028056,4748,year
1972,-27.467778,153.028056,5113,year
1973,-27.467778,153.028056,5479,year
1974,-27.467778,153.028056,5844,year
1975,-27.467778,153.028056,6209,year
1976,-27.467778,153.028056,6574,year
1977,-27.467778,153.028056,6940,year
1978,-27.467778,153.028056,7305,year
1979,-27.467778,153.028056,7670,year
1980,-27.467778,153.028056,8035,year
1981,-27.467778,153.028056,8401,year
1982,-27.467778,153.028056,8766,year
1983,-27.467778,153.028056,9131,year
1984,-27.467778,153.028056,9496,year
1985,-27.467778,153.028056,9862,year
1958,-31.9559,115.8606,0,year
1959,-31.9559,115.8606,365,year
1960,-31.9559,115.8606,730,year
1961,-31.9559,115.8606,1096,year
1962,-31.9559,115.8606,1461,year
1963,-31.9559,115.8606,1826,year
1964,-31.9559,115.8606,2191,year
1965,-31.9559,115.8606,2557,year
1966,-31.9559,115.8606,2922,year
1967,-31.9559,115.8606,3287,year
1968,-31.9559,115.8606,3652,year
1969,-31.9559,115.8606,4018,year
1970,-31.9559,115.8606,4383,year
1971,-31.9559,115.8606,4748,year
1972,-31.9559,115.8606,5113,year
1973,-31.9559,115.8606,5479,year
1974,-31.9559,115.8606,5844,year
1975,-31.9559,115.8606,6209,year
1976,-31.9559,115.8606,6574,year
1977,-31.9559,115.8606,6940,year
1978,-31.9559,115.8606,7305,year
1979,-31.9559,115.8606,7670,year
1980,-31.9559,115.8606,8035,year
1981,-31.9559,115.8606,8401,year
1982,-31.9559,115.8606,8766,year
1983,-31.9559,115.8606,9131,year
1984,-31.9559,115.8606,9496,year
1985,-31.9559,115.8606,9862,year
1958,-34.9275,138.6,0,year
1959,-34.9275,138.6,365,year
1960,-34.9275,138.6,730,year
1961,-34.9275,138.6,1096,year
1962,-34.9275,138.6,1461,year
1963,-34.9275,138.6,1826,year
1964,-34.9275,138.6,2191,year
1965,-34.9275,138.6,2557,year
1966,-34.9275,138.6,2922,year
1967,-34.9275,138.6,3287,year
1968,-34.9275,138.6,3652,year
1969,-34.9275,138.6,4018,year
1970,-34.9275,138.6,4383,year
1971,-34.9275,138.6,4748,year
1972,-34.9275,138.6,5113,year
1973,-34.9275,138.6,5479,year
1974,-34.9275,138.6,5844,year
1975,-34.9275,138.6,6209,year
1976,-34.9275,138.6,6574,year
1977,-34.9275,138.6,6940,year
1978,-34.9275,138.6,7305,year
1979,-34.9275,138.6,7670,year
1980,-34.9275,138.6,8035,year
1981,-34.9275,138.6,8401,year
1982,-34.9275,138.6,8766,year
1983,-34.9275,138.6,9131,year
1984,-34.9275,138.6,9496,year
1985,-34.9275,138.6,9862,year
1958,39.906667,116.3975,0,year
1959,39.906667,116.3975,365,year
1960,39.906667,116.3975,730,year
1961,39.906667,116.3975,1096,year
1962,39.906667,116.3975,1461,year
1963,39.906667,116.3975,1826,year
1964,39.906667,116.3975,2191,year
1965,39.906667,116.3975,2557,year
1966,39.906667,116.3975,2922,year
1967,39.906667,116.3975,3287,year
1968,39.906667,116.3975,3652,year
1969,39.906667,116.3975,4018,year
1970,39.906667,116.3975,4383,year
1971,39.906667,116.3975,4748,year
1972,39.906667,116.3975,5113,year
1973,39.906667,116.3975,5479,year
1974,39.906667,116.3975,5844,year
1975,39.906667,116.3975,6209,year
1976,39.906667,116.3975,6574,year
1977,39.906667,116.3975,6940,year
1978,39.906667,116.3975,7305,year
1979,39.906667,116.3975,7670,year
1980,39.906667,116.3975,8035,year
1981,39.906667,116.3975,8401,year
1982,39.906667,116.3975,8766,year
1983,39.906667,116.3975,9131,year
1984,39.906667,116.3975,9496,year
1985,39.906667,116.3975,9862,year
1958,28.683,115.858,0,year
1959,28.683,115.858,365,year
1960,28.683,115.858,730,year
1961,28.683,115.858,1096,year
1962,28.683,115.858,1461,year
1963,28.683,115.858,1826,year
1964,28.683,115.858,2191,year
1965,28.683,115.858,2557,year
1966,28.683,115.858,2922,year
1967,28.683,115.858,3287,year
1968,28.683,115.858,3652,year
1969,28.683,115.858,4018,year
1970,28.683,115.858,4383,year
1971,28.683,115.858,4748,year
1972,28.683,115.858,5113,year
1973,28.683,115.858,5479,year
1974,28.683,115.858,5844,year
1975,28.683,115.858,6209,year
1976,28.683,115.858,6574,year
1977,28.683,115.858,6940,year
1978,28.683,115.858,7305,year
1979,28.683,115.858,7670,year
1980,28.683,115.858,8035,year
1981,28.683,115.858,8401,year
1982,28.683,115.858,8766,year
1983,28.683,115.858,9131,year
1984,28.683,115.858,9496,year
1985,28.683,115.858,9862,year
1958,31.228611,121.474722,0,year
1959,31.228611,121.474722,365,year
1960,31.228611,121.474722,730,year
1961,31.228611,121.474722,1096,year
1962,31.228611,121.474722,1461,year
1963,31.228611,121.474722,1826,year
1964,31.228611,121.474722,2191,year
1965,31.228611,121.474722,2557,year
1966,31.228611,121.474722,2922,year
1967,31.228611,121.474722,3287,year
1968,31.228611,121.474722,3652,year
1969,31.228611,121.474722,4018,year
1970,31.228611,121.474722,4383,year
1971,31.228611,121.474722,4748,year
1972,31.228611,121.474722,5113,year
1973,31.228611,121.474722,5479,year
1974,31.228611,121.474722,5844,year
1975,31.228611,121.474722,6209,year
1976,31.228611,121.474722,6574,year
1977,31.228611,121.474722,6940,year
1978,31.228611,121.474722,7305,year
1979,31.228611,121.474722,7670,year
1980,31.228611,121.474722,8035,year
